year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp
2083,14261311440.93245,4249760515.9550023,43244776071.96532,12886608825.081358,-28983464631.032864,-8636848309.126356,0.0,0.0,0.0,1.1529920357060352e+16,3435827096861798.0
2084,14470547850.439116,4227560144.9073844,43258773160.65969,12638019460.06105,-28788225310.22057,-8410459315.153666,0.0,0.0,0.0,1.1784039801729962e+16,3442698751055521.5
2085,14677978792.514006,4204079358.251086,43257592872.9243,12389877097.890406,-28579614080.410294,-8185797739.639319,0.0,0.0,0.0,1.204376003896009e+16,3449584148557632.5
2086,14883904428.144043,4179471329.9979157,43239145998.39992,12141758360.943811,-28355241570.255875,-7962287030.945896,0.0,0.0,0.0,1.2309204510218772e+16,3456483316854748.0
2087,15088659164.184742,4153889643.284666,43201384082.669044,11893288857.80144,-28112724918.484306,-7739399214.516773,0.0,0.0,0.0,1.2580499377623994e+16,3463396283488457.5
2088,15292613763.570507,4127488331.5215673,43142293326.979485,11644138474.63922,-27849679563.408978,-7516650143.117652,0.0,0.0,0.0,1.2857773583906828e+16,3470323076055434.5
2089,15501890098.305882,4101933506.664071,42933337458.09062,11360530513.082638,-27431447359.784737,-7258597006.418567,0.0,0.0,0.0,1.3141158913696134e+16,3477263722207545.5
2090,15709235369.589594,4075292989.7614465,42741373638.746635,11087975720.317278,-27032138269.157043,-7012682730.555832,0.0,0.0,0.0,1.3430790056153996e+16,3484218249651960.5
2091,15916868461.925814,4048193341.3844104,42564333342.52255,10825537148.204733,-26647464880.596733,-6777343806.820322,0.0,0.0,0.0,1.3726804668991632e+16,3491186686151264.5
2092,16125516152.322607,4020842593.1325283,42400301481.5358,10572370927.43006,-26274785329.21319,-6551528334.297531,0.0,0.0,0.0,1.4029343443896208e+16,3498169059523567.0
2093,16335712712.753325,3993386657.236718,42247751535.50124,10327777566.044561,-25912038822.747917,-6334390908.807843,0.0,0.0,0.0,1.433855017339968e+16,3505165397642614.0
